anakiwa_99ccff,de_york_99cc99,tangerine_ffcc00
lonestar_660000,astronaut_29407c,pirate_gold_d08504
azure_336699,dove_gray_666666,dusty_gray_999999
bahama_blue_006699,pacific_blue_0099cc,dolly_ffff81
bilbao_3e8914,gossip_96e072,snow_flurry_e8fccf
blue_bell_9999cc,de_york_99cc99,cream_ffffcc
blue_stone_006666,buddha_gold_cc9900,school_bus_yellow_ffde00
bossanova_443266,affair_8c489f,periwinkle_gray_c3c3e5
brown_4d1a00,oregon_993300,orange_e64d00
buccaneer_663333,grenadier_cc3300,peach_orange_ffcc99
burgundy_8c001a,sushi_8ca93e,texas_f6fa9c
buttered_rum_a36c29,limeade_60a329,citron_9da329
camarone_005502,green_leaf_3a5f0b,reef_ccffbb
cardinal_pink_6f0564,sushi_8ca93e,texas_f6fa9c
comet_545568,falcon_685455,nandor_556854
cyprus_004040,green_00ff00,yuma_d0ca9c
deep_sea_green_0a4958,persian_green_01b6ad,albescent_white_f6e7d2
deep_teal_003333,light_blue_669999,dusty_gray_999999
deep_teal_003333,kimberly_666699,pine_glade_cccc99
dove_gray_666666,avocado_999967,pine_glade_cccc9a
endeavour_235789,mahogany_c1292e,gold_f1d302
fire_9c2a00,straw_d6bf86,lemon_chiffon_fffbd0
free_speech_red_bf0a00,tenne_bf6900,la_rioja_b6bf00
fun_green_009933,blaze_orange_ff6600,laser_lemon_ffff66
finlandia_587058,waikawa_gray_587498,school_bus_yellow_ffd800
flush_orange_fe8402,granny_smith_apple_87e293,madang_afeaaa
grenadier_c13100,tawny_cc6600,orange_peel_ff9900
harlequin_33ff33,aquamarine_66ffff,golden_fizz_ffff33
kimberly_666699,silver_cccccc,tangerine_ffcc00
kokoda_6a6a5a,pine_glade_cccc99,tangerine_ffcc00
malibu_8b88ff,orange_peel_ff9c00,turbo_eedb00
mexican_red_b222222,breaker_bay_5f9ea0,pale_canary_ffff99
midnight_blue_003366,azure_336699,golden_tainal_ffcc66
midnight_blue_003366,danube_6699cc,silver_c0c0c0
midnight_blue_003366,oregon_993300,de_york_99cc99
midnight_blue_003366,silver_cccccc,tangerine_ffcc00
muesli_a97d5d,sage_9c9f84,wheat_f7dcb4
mulled_wine_514f59,daisy_bush_5941a9,chetwode_blue_6d72c3
nomad_b7afa3,jet_stream_c1dad6,zombie_e8d0a9
nutmeg_wood_finish_663300,tawny_cc6600,buddha_gold_cc9900
pacific_blue_0099cc,pigeon_post_b0c4de,onahau_ccffff
paprika_990033,dusty_gray_999999,yellow_ffff00
paprika_990033,costa_del_sol_666633,pine_glade_cccc99
paprika_990033,limeade_669900,azure_radiance_0099FF
paprika_990033,highland_669966,yellow_green_ffff00
persian_red_cc3a33,dixie_cc8733,fuego_c4cc33
persian_red_cc3333,orange_peel_ff9900,tangerine_ffcc00
punga_593e1a,ship_cove_6b78b4,viking_79bedb
rhino_333366,casal_336666,onahau_ccffff
river_bed_4e6766,feijoa_a5c882,sweet_corn_f7dd72
royal_purple_663399,green_haze_009966,laser_lemon_ffff66
scorpion_6e6568,tan_ead3a8,persian_red_6e6568
smalt_003399,pacific_blue_0099cc,malibu_66ccff
smalt_003399,pacific_blue_0099cc,snowy_mint_ccffcc
smalt_003399,sapphire_333399,mariner_3366CC
smalt_003399,neon_carrot_ff9933,sinbad_99cccc
spectra_2f4f4f,mineral_green_3f5f5f,laser_lemon_ffff66
stiletto_9a3334,elm_217c7e,dodger_blue_3399ff
tawny_cc6600,bitter_lemon_d5d50d,gold_sand_eab988
tomato_f06543,deep_sky_blue_00bfff,sage_corner_b8c480
tyrian_purple_660033,storm_gray_777B88,titan_white_e0e6ff
violet_660099,guardsman_red_cc0000,blaze_orange_ff6600
